FileName,gt,inf,cer
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023565_0015.wav,좋은하루되세요,감사다,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038538_0013.wav,네감사합니다,아네네네,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023489_0027.wav,엄마잠깐만기다려봐,데전컴만뉴어계고,0.8888888888888888
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023504_0002.wav,네네어머니,네그서이제,0.8
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023445_0009.wav,그럴까요이게,될까요예,0.6666666666666666
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038684_0008.wav,혹시나해서,혹시알죠,0.6
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038548_0005.wav,화학인문특강을,하학있는특평을,0.5714285714285714
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038705_0002.wav,개인계좌시죠,개인결정가시서,0.5714285714285714
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023469_0058.wav,월요일날시키면어쨌든우체국에서우체국에지금가있는거죠,오리라하어차죠쩌국에저우체국지금가있는거죠,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023543_0016.wav,감사합니다그렇게해주세요,아네그렇게해주세요그럼,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038344_0009.wav,아신용카드세요네혹시,아괜되요네혹시,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023593_0005.wav,네그피디에프파일어안보내주시나,네그휴대표파일안보내주잖아요,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038720_0004.wav,그건종료되면이천이십,이건종료되는전이시,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023429_0006.wav,네그냥저희가오랫동안,네그님저희가올해,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038701_0003.wav,그십오만원다사용하,그시공을다사용하시,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023564_0017.wav,그렇게는저희가예진행이어려워요,저희가네진행이어려우,0.4666666666666667
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023423_0005.wav,예금저삼만팔천원입금했어요금방,네근데산만파더만입금했어요금방,0.4666666666666667
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023433_0009.wav,네거기교재구매버튼있었네요,네거교재구매어떻게되세요,0.4615384615384615
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023469_0021.wav,그거좀해주시면안돼요특별히,그럼에도해볼게안돼요특별히,0.4615384615384615
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023465_0011.wav,피디에프론못받나요,피제프로는못받나요,0.4444444444444444
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023490_0004.wav,어제주문했어요,어제주문지,0.4285714285714285
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038551_0002.wav,근데요번에그그,네요번에그저,0.4285714285714285
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038587_0002.wav,제가개월수를,제가재월이플를,0.4285714285714285
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038579_0013.wav,캐시로결제하셨다보니까네네네,캐시로되셨않습니다네네네,0.4285714285714285
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038541_0002.wav,네여보세요,여보요,0.4
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S038719_0007.wav,그냥웨일네이버앱에,그냥나일네이버에애들,0.4
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023518_0018.wav,예예왔어요,네왔어요,0.4
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023428_0002.wav,네이제우체국이훨씬빠른빠른거맞는거죠저아까빠르다고했잖아요,네제이저넷에혹시빠른게다른거맞는거죠간빠르다고했잖아요,0.4
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023462_0020.wav,어머니죄송합니다감사합니다좋은하루되세여,어머니감사합니다하루되세요,0.4
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/007_results_5.76_top30_avg_53.38/S023467_0014.wav,예잠깐기다리세요,그래잠깐기다려주세요,0.4
