FileName,gt,inf,cer
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00000816_0021.wav,지난번에는선생님없이진행했더니더힘들었나봐요,아네,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018243_0020.wav,그러면백원짜리물건있나요오만원채우게요,그럼제원달이뭐가있나요고마운책이,0.7368421052631579
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018243_0013.wav,감사합니다다시주문할게요,감사해너시하세요,0.6666666666666666
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018243_0012.wav,일이삼사오육칠입니다,세이산서우치입니다,0.6
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00013050_0036.wav,사만삼천원입니다,맞요차원원입니다,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00000618_0013.wav,처리해주너런당언한거고요그것보다저희카드번호도보인히개인정보인데해지하먼삭제해야거아닌가요,처리상널로당연한거고요구것코다제카드번호도보용이개인정보에대해해지하면삭제하는가있나요,0.4565217391304347
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018438_0014.wav,제가시킨낙지는원산지가어딘가요,제가시킨낙자에오는선지가어디인가요,0.4117647058823529
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00000773_0021.wav,그때는이제,그때은이게,0.4
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00011272_0050.wav,네그렇지요,네그렇죠,0.4
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018438_0002.wav,산낙지샀는데산낙지가죽어서왔더라고요,한달기사는데산낙지가주어서맞더라고요,0.3333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00011220_0029.wav,시간을좀늘려줄수는없나요,시간을좀늘릴순없나요,0.3333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00013276_0026.wav,그럼한자성어교교재도같이추가해주세요그럼추가금얼마정도발생하나요,분한자소호교재도같이추가할돼요그럼추가금이얼마정도발생하는,0.3333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00000618_0031.wav,너무늦어요명백히지금학습지회사잘못인데더빨리처리는안되는건가요,너무늦어요어밑히지금학습지해서잘못인데덕분에처리는안되려하어요,0.3225806451612903
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018162_0020.wav,그러면백원짜리물건있나요오만원채우게요,그러면병원처리물건있나요오빠는최고게요,0.3157894736842105
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018124_0020.wav,백원짜리물건있나요오만원채우게요,백원째에물건있나요오만른체육게요,0.3125
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00001494_0060.wav,삼에서칠일보다더걸리는건아니죠,판매해서치료보다더걸리는건아니죠,0.3125
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00002410_0005.wav,에팔기전부터전부다하셨나요,네탈퇴전부전부다하셨나요,0.3076923076923077
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00002740_0034.wav,하루정도소요됩니다,하루정도주셔야됩니다,0.3
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00011501_0017.wav,돌아서면까먹긴한데들었을때는재밌습니다,졸아서보면까먹긴한데절을땐재밌습니다,0.3
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018243_0007.wav,그러면벨트디자인이랑블라우스도디자인노카라제품으로변경할게요,그럼베틀디디자인이랑블라스틱디자인녹화라제품으로등경할게요,0.3
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00011472_0013.wav,삭제는안됩니다,결는안됩니다,0.2857142857142857
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00000353_0038.wav,제일먼저증권어플을깔아야겠죠맞습니다,내일먼저증권어플을깔아야겠죠,0.2777777777777778
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018243_0025.wav,너무문의를많이드린거같네요친절하게답해주셔서감사합니다,너무문의를많이본린거같니에요친절하하니답변주세요감사합니다,0.2758620689655172
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018243_0003.wav,빨리확인해주세요제가그리고간절기에입는제품이라고했는데이거재질이뭔가요스판덱스는돼야하는데적어도인견은아닌거같죠,빨리확인해주세요제가그리고간절기에있는제품이어봤는데이게제출이뭔가요판매쓰는사야되는데저어도인결은아닌거죠,0.2678571428571428
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00005612_0024.wav,선택설치도하실것을권유드립니다,선택서지도하실것을정해드립니다,0.2666666666666666
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00011684_0023.wav,시험칠때책보면서하면안되겠죠,시험둘때책구매해서하면안되겠죠,0.2666666666666666
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018243_0021.wav,그럼천원짜리덧신추가해서구매하면묶음배송같이되나요포인트도오퍼센트적립되고요,그럼처음파에열심추가해서구매하면묶음배송같이되나요포인트도오포해서적립되고,0.2631578947368421
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00001559_0022.wav,보니까은행가서신청할수있는것같긴한데,보니까본인가서도신청할수있는거가긴한데,0.2631578947368421
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018243_0017.wav,무료배송을취소하고배송비낼테니까오퍼센트적립으로되나요,무료배송은취소하고배송된릴하니까오퍼센트적리해도되나요,0.2592592592592592
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/012_results_4.86_top30_avg_37.73/S00018243_0024.wav,구매완료확정되면주는건가요이번포인트만받으면살게있어서요,구매완료확정되면지는건가요이건포인트만받으되해지이동서요,0.25
