FileName,gt,inf,cer,process_time
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-03-15_12345567_101_105_wallpad_1571319813_관리사무소_전화번호가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,관리사무소전화번호가어떻게되지,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-03-32_12345567_101_105_wallpad_1571336813_지난_공지사항_알려줘.mp3,지난공지사항알려줘,지난공지상황알려줘,0.2222222222222222,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-03-23_12345567_101_105_wallpad_1571327813_뭔데_해줘.mp3,뭔데?해줘.,뭔데해줘,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-03-48_12345567_101_105_wallpad_1571352813_세대_소독_알려줘.mp3,세대소독알려줘,세대소독알려줘,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-04-17_12345567_101_105_wallpad_1571381813_근처_우리_동네_주유소_휘발유_평균_가격이_어때.mp3,근처우리동네주유소휘발유평균가격이어때?,근처우리동네주유소휘발유평균가격이어때,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-04-34_12345567_101_105_wallpad_1571398813_응_닫아줘.mp3,응닫아줘,응닫아줘,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-03-40_12345567_101_105_wallpad_1571344813_칠월_오일_공제_알려줘.mp3,칠월오일공지알려줘,칠월오일공제알려줘,0.1111111111111111,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-03-56_12345567_101_105_wallpad_1571360813_오늘_경제_뉴스_알려줘.mp3,오늘경제뉴스알려줘,오늘경제뉴스알려줘,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-04-05_12345567_101_105_wallpad_1571369813_집에서_회사까지_몇_분_걸려.mp3,집에서회사까지몇분걸려?,집에서회사까지몇분걸려,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-04-43_12345567_101_105_wallpad_1571407813_나_지금_외출해_엘리베이터_불러줘.mp3,"나지금외출해,엘리베이터불러줘",나지금외출해엘리베이터불러줘,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-04-26_12345567_101_105_wallpad_1571390813_가스밸브_현재_열려_있어.mp3,가스밸브현재열려있어?,가스밸브현재열려있어,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-04-52_12345567_101_105_wallpad_1571416813_문_열어줘.mp3,문열어줘,문열어줘,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-05-01_12345567_101_105_wallpad_1571425813_살려줘_도와줘_비상.mp3,살려줘도와줘비상,살려줘도와줘비상,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-05-09_12345567_101_105_wallpad_1571433813_이번_달에_관립비_얼마나_썼니.mp3,이번달에관리비얼마나썼니?,이번달에관리비얼마나썼니,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-05-19_12345567_101_105_wallpad_1571443813_소리가_너무_커_줄여줘.mp3,소리가너무커줄여줘,소리가너무커줄여줘,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-05-27_12345567_101_105_wallpad_1571451813_화면이_너무_밝아.mp3,화면이너무밝아,화면이너무밝아,0.0,0.011300206184387207
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/jy/2025-12-02_15-05-34_12345567_101_105_wallpad_1571458813_알림음_꺼줘.mp3,알림음꺼줘,알림음꺼줘,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-57-37_12345567_101_105_wallpad_1570981813_관리사무소_전화번호가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,관리사무소문화번호가어떻게되지,0.06666666666666667,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-57-45_12345567_101_105_wallpad_1570989813_뭔데_해줘.mp3,뭔데?해줘.,뭔데해줘,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-57-53_12345567_101_105_wallpad_1570997813_지난주_공지사항_알려줘.mp3,지난공지사항알려줘,지난공지사항알려줘,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-58-03_12345567_101_105_wallpad_1571007813_칠월_오일_공지_알려줘.mp3,칠월오일공지알려줘,칠월오일공지알려줘,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-58-12_12345567_101_105_wallpad_1571016813_최대_소독_알려줘.mp3,세대소독알려줘,최대소독알려줘,0.14285714285714285,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-58-21_12345567_101_105_wallpad_1571025813_오늘_경제_뉴스_알려줘.mp3,오늘경제뉴스알려줘,오늘경제뉴스알려줘,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-58-30_12345567_101_105_wallpad_1571034813_집에서_회사까지_몇_분_걸려.mp3,집에서회사까지몇분걸려?,집에서회사까지몇분걸려,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-58-41_12345567_101_105_wallpad_1571045813_근처_우리_동네네_주유소_휘발유_평균_가격이_어때.mp3,근처우리동네주유소휘발유평균가격이어때?,근처우리동네주유소휘발유평균가격이어때,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-58-57_12345567_101_105_wallpad_1571061813_가스_밸브_현재_열려_있어.mp3,가스밸브현재열려있어?,가스밸브현재열려있어,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-59-04_12345567_101_105_wallpad_1571068813_응_닫아줘.mp3,응닫아줘,응닫아줘,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-59-13_12345567_101_105_wallpad_1571077813_나_지금_외출해_엘리베이터_불러줘.mp3,"나지금외출해,엘리베이터불러줘",나지금외출해엘리베이터불러줘,0.0,0.009293705224990845
